RefId,IsBadBuy
73015,0
73016,0.03104832219026802
73017,0
73018,0.3710475501127553
73019,0.6922439138686564
73020,0
73021,0
73022,0.05180861204254575
73023,0
73024,0.8209968459962378
73025,0.03104832219026802
73026,0.9767163665693277
73027,0.597587936032772
73028,0
73029,0
73030,0.10953912320026084
73031,0.35393648350417284
73032,0
73033,0
73034,0.2759048224991958
73035,0
73036,0
73037,0.06360765564561628
73038,0.017655418760955725
73039,0.04618039737282916
73040,0
73041,0.3501828476926259
73042,0.19169105372295675
73043,0
73044,0.08421376877623905
73045,0
73046,0
73047,0.18886035690264316
73048,0
73049,0
73050,0.06360765564561628
73051,0
73052,1
73053,0.6922439138686564
73054,0
73055,0.06923587031533286
73056,0.3133843008010602
73057,0
73058,0.03104832219026802
73059,0
73060,0
73061,0
73062,0
73063,0
73064,0.08421376877623905
73065,0
73066,0
73067,0.11516733786997742
73068,0
73069,0
73070,0
73071,0
73072,0
73073,0.46809146442211336
73074,0
73075,0
73076,0
73077,0
73078,0
73079,0
73080,0
73081,0.03104832219026802
73082,0
73083,0
73084,0
73085,0
73086,0.14782142442185534
73087,0.017655418760955725
73088,0
73089,0.14782142442185534
73090,0.10978805301844544
73091,0.08421376877623905
73092,0
73093,0
73094,0
73095,0.5022446577037034
73096,0.10978805301844544
73097,0.06360765564561628
73098,0
73099,0
73100,0
73101,0.23787145109578592
73102,0
73103,0.04618039737282916
73104,1
73105,0
73106,0.30775608613134364
73107,0.06360765564561628
73108,0.08421376877623905
73109,0
73110,0
73111,0
73112,0
73113,0
73114,0
73115,0
73116,0.04618039737282916
73117,0.04618039737282916
73118,0.20419510103614513
73119,1
73120,0.8981308124628054
73121,0
73122,0.3343710132527707
73123,0
73124,0.20651577566359888
73125,0.10953912320026084
73126,0.06360765564561628
73127,0
73128,0
73129,0.22273937591322476
73130,0.03104832219026802
73131,0
73132,0.017655418760955725
73133,0
73134,0
73135,0
73136,0.04618039737282916
73137,1
73138,0.10953912320026084
73139,0
73140,0.9767163665693277
73141,0.30775608613134364
73142,0
73143,0.33643285150631386
73144,0
73145,0.35393648350417284
73146,0
73147,0.16033537829076971
73148,0
73149,0
73150,0.03104832219026802
73151,0.005628214669716581
73152,0.10953912320026084
73153,0
73154,0.005628214669716581
73155,0
73156,0
73157,0
73158,0
73159,0
73160,0.9943717853302835
73161,0
73162,0.6922439138686564
73163,0
73164,0
73165,0
73166,0.10953912320026084
73167,0.08421376877623905
73168,0
73169,0.11541626768816202
73170,0
73171,0
73172,0.3388044083216117
73173,0
73174,0
73175,0.30775608613134364
73176,0
73177,0
73178,0.11526209096650707
73179,0
73180,0
73181,0
73182,0
73183,0.017655418760955725
73184,0.04618039737282916
73185,0.03104832219026802
73186,0
73187,0.08421376877623905
73188,0.005628214669716581
73189,0.10953912320026084
73190,0.2325219429757696
73191,0.7906535275160875
73192,1
73193,0.22689372830605303
73194,0.10953912320026084
73195,0
73196,0
73197,0.3677301035147665
73198,0
73199,0
73200,0
73201,0.322085219872025
73202,0.9053440221641158
73203,0.30775608613134364
73204,0
73205,0.03104832219026802
73206,0
73207,0
73208,0.04618039737282916
73209,0
73210,0
73211,0
73212,0
73213,0
73214,0
73215,0.04618039737282916
73216,0
73217,0.19169105372295675
73218,0.017655418760955725
73219,0
73220,0
73221,0
73222,0
73223,0
73224,0
73225,0
73226,0
73227,0
73228,0.04618039737282916
73229,0
73230,0
73231,0
73232,1
73233,1
73234,0
73235,0.06383581613378489
73236,0
73237,0
73238,0
73239,0
73240,0
73241,0
73242,0.30775608613134364
73243,0.7624359021461332
73244,0
73245,0
73246,1
73247,0.30775608613134364
73248,0
73249,0.03104832219026802
73250,0.30775608613134364
73251,0
73252,0.04618039737282916
73253,0
73254,0.09465597783588431
73255,0
73256,0
73257,0.04618039737282916
73258,0.005628214669716581
73259,0.06360765564561628
73260,0.06360765564561628
73261,1
73262,0.19169105372295675
73263,0
73264,0
73265,0.19169105372295675
73266,0
73267,0
73268,0.19169105372295675
73269,0.03104832219026802
73270,0.13291750972746277
73271,0
73272,0.9823445812390443
73273,0.005628214669716581
73274,0.04618039737282916
73275,0.8516918258004694
73276,0
73277,0
73278,0
73279,0
73280,0.08421376877623905
73281,0.35393648350417284
73282,0.10186918753719477
73283,0.10978805301844544
73284,0.06360765564561628
73285,0.30775608613134364
73286,0.9131087109237114
73287,0
73288,0.07722871956309718
73289,0
73290,0
73291,0.03104832219026802
73292,0
73293,0.11516733786997742
73294,0.30775608613134364
73295,1
73296,0
73297,0
73298,0
73299,0.005628214669716581
73300,0
73301,0
73302,0.1973192683926733
73303,0.06360765564561628
73304,0.30775608613134364
73305,0.7674780570242304
73306,0.8904608767997393
73307,0
73308,0.06360765564561628
73309,0.30775608613134364
73310,0.4172952093316045
73311,0.017655418760955725
73312,0
73313,0
73314,0.3388044083216117
73315,0
73316,1
73317,0
73318,0.03104832219026802
73319,0.08421376877623905
73320,0
73321,0
73322,0.06360765564561628
73323,0.4504360456611577
73324,0.6922439138686564
73325,0.8573200404701861
73326,0.582455860850211
73327,0
73328,0
73329,0.017655418760955725
73330,0
73331,0.08126307440657202
73332,0
73333,0.19169105372295675
73334,0.005628214669716581
73335,0.19169105372295675
73336,0.3713637417769599
73337,0
73338,0.005628214669716581
73339,0.8083089462770433
73340,0.7270458718704712
73341,0
73342,0.08421376877623905
73343,0.142679959529814
73344,0
73345,0
73346,0.04618039737282916
73347,0
73348,0.08984198344595565
73349,0.5033835569660132
73350,0
73351,0.142679959529814
73352,0
73353,0.6922439138686564
73354,0.4172952093316045
73355,0.142679959529814
73356,0
73357,0
73358,0
73359,0
73360,0
73361,0
73362,0
73363,0.017655418760955725
73364,0
73365,0
73366,0.10953912320026084
73367,0
73368,0.5281239052292707
73369,0.4994471398543004
73370,0.3343710132527707
73371,0
73372,0
73373,0.19169105372295675
73374,0.9227712804369028
73375,0
73376,0.3133843008010602
73377,0.017655418760955725
73378,0.142679959529814
73379,0.15571952057309
73380,0
73381,0.29356024126015157
73382,0.06360765564561628
73383,0.10953912320026084
73384,0.142679959529814
73385,0
73386,0
73387,0
73388,0.06360765564561628
73389,0
73390,0.04618039737282916
73391,0
73392,0.10953912320026084
73393,0
73394,0.10953912320026084
73395,0.04618039737282916
73396,0.3713637417769599
73397,0
73398,0
73399,0
73400,0.005628214669716581
73401,0.19169105372295675
73402,0
73403,0
73404,0.08421376877623905
73405,0
73406,0.142679959529814
73407,0.968951677809732
73408,0
73409,0
73410,0.06360765564561628
73411,0.03104832219026802
73412,0.017655418760955725
73413,0.10978805301844544
73414,0.9361641838662151
73415,0
73416,0
73417,0.9943717853302835
73418,1
73419,0.9823445812390443
73420,0
73421,0.06360765564561628
73422,1
73423,0.142679959529814
73424,0.826853221154123
73425,0
73426,0.005628214669716581
73427,0.142679959529814
73428,0
73429,0
73430,0
73431,0
73432,0
73433,0.19169105372295675
73434,0.142679959529814
73435,0.06360765564561628
73436,0.08421376877623905
73437,0.19169105372295675
73438,0.2062876151754303
73439,0.19169105372295675
73440,0.8083089462770433
73441,0.4504360456611577
73442,0.005628214669716581
73443,0.19169105372295675
73444,0
73445,0
73446,0.06360765564561628
73447,0
73448,0.04618039737282916
73449,0
73450,0
73451,0
73452,0
73453,0.06360765564561628
73454,0.06360765564561628
73455,0
73456,0.44391013645303157
73457,0.142679959529814
73458,0.5352348205981611
73459,0
73460,0.09465597783588431
73461,0.45490797650295806
73462,0.017655418760955725
73463,0
73464,0.08126307440657202
73465,0
73466,0
73467,0.9538196026271709
73468,0.142679959529814
73469,0
73470,0
73471,0
73472,0
73473,0
73474,0
73475,0.03104832219026802
73476,0.017655418760955725
73477,0.9943717853302835
73478,0
73479,0.06360765564561628
73480,0.9363923443543838
73481,0.13039416614906824
73482,0
73483,0
73484,0
73485,0
73486,1
73487,0.017655418760955725
73488,0
73489,0
73490,0
73491,0.968951677809732
73492,0
73493,0.6611955916783884
73494,0.20651577566359888
73495,0.19169105372295675
73496,0.005628214669716581
73497,0.005628214669716581
73498,0.9943717853302835
73499,0
73500,0
73501,0.10953912320026084
73502,0
73503,0.1973192683926733
73504,0
73505,0.16033537829076971
73506,0
73507,0.2736591318396466
73508,0.005628214669716581
73509,0
73510,0
73511,0.30775608613134364
73512,0.23993328934932906
73513,0.08421376877623905
73514,0.10953912320026084
73515,0.017655418760955725
73516,0
73517,0
73518,0.2522190827300748
73519,0
73520,0.8728054580387835
73521,0.30775608613134364
73522,0.11516733786997742
73523,0
73524,1
73525,0
73526,0
73527,0
73528,0.19169105372295675
73529,0
73530,0
73531,0.10953912320026084
73532,0.005628214669716581
73533,0
73534,0
73535,0
73536,0
73537,1
73538,0
73539,0
73540,0.30775608613134364
73541,0
73542,0
73543,0
73544,0.30775608613134364
73545,0.15571952057309
73546,0
73547,0.30775608613134364
73548,0.08421376877623905
73549,0.7270458718704712
73550,0.8465503609084281
73551,0.4504360456611577
73552,0.17314677884587712
73553,0.1973192683926733
73554,0.10953912320026084
73555,0
73556,0.03104832219026802
73557,0.10186918753719477
73558,0
73559,0
73560,0.8083089462770433
73561,0.30775608613134364
73562,0.2759048224991958
73563,0
73564,0.08421376877623905
73565,0
73566,0.9157862312237609
73567,0.7444731301432584
73568,0
73569,0.142679959529814
73570,0.3388044083216117
73571,0
73572,0
73573,0
73574,0.19169105372295675
73575,0
73576,0.19169105372295675
73577,0.017655418760955725
73578,0
73579,0
73580,0.03104832219026802
73581,0.6922439138686564
73582,0
73583,0
73584,0.06360765564561628
73585,0
73586,0.14830817419953057
73587,1
73588,0.08421376877623905
73589,0.14830817419953057
73590,0.30775608613134364
73591,0.08421376877623905
73592,0
73593,0
73594,0.017655418760955725
73595,0
73596,0.918736925593428
73597,0.10953912320026084
73598,0
73599,0.22689372830605303
73600,0.142679959529814
73601,0.10953912320026084
73602,0
73603,0
73604,0.142679959529814
73605,0.19169105372295675
73606,0.04618039737282916
73607,0.005628214669716581
73608,0
73609,0.21497468715362905
73610,0
73611,0.03104832219026802
73612,1
73613,0
73614,0.08421376877623905
73615,0.14782142442185534
73616,0
73617,0
73618,0.19169105372295675
73619,0.08984198344595565
73620,0
73621,0.3133843008010602
73622,0
73623,0.14804958491002396
