RefId,IsBadBuy
73015,0.08424596387048876
73016,0.05819054270530979
73017,0.03616568277467508
73018,0.2542543173213093
73019,0.5823123164594733
73020,0.11294781623508039
73021,0.1589056772122293
73022,0.1978261778321846
73023,0.04475736207674119
73024,0.564217636962864
73025,0.06963275804328163
73026,0.5218667907455292
73027,0.610884751730834
73028,0.0742098224399194
73029,0.10403209846847626
73030,0.04081674615552604
73031,0.10607408206611003
73032,0.09922952753928455
73033,0.034732390773421544
73034,0.08397877985116635
73035,0.08259088514366128
73036,0.08526515698664835
73037,0.09491738484626763
73038,0.11228077552166935
73039,0.15001476065834388
73040,0.01673749508904165
73041,0.5188945734312825
73042,0.03931954806785226
73043,0.09150402584506934
73044,0.07019184924429417
73045,0.12613727365870445
73046,0.07841539937911357
73047,0.1530709334387671
73048,0.11095533721576392
73049,0.04942437195595193
73050,0.053983837200178304
73051,0.10801348752368607
73052,0.5942169649407308
73053,0.4656293697448554
73054,0.04463533180202692
73055,0.2037674547828158
73056,0.05188424808850142
73057,0.11602956581917642
73058,0.15123793642511552
73059,0.06839823055249361
73060,0.06986914167016822
73061,0.09169223261514088
73062,0.05284769883530163
73063,0.10907011533614805
73064,0.018131955935481156
73065,0.046244595490554805
73066,0.04326601915879963
73067,0.03722863113500513
73068,0.05335021141789745
73069,0.02920904070898859
73070,0.01703224215945998
73071,0.08322596622519626
73072,0.09498090893444126
73073,0.1761715276708751
73074,0.06820445123197105
73075,0.12849837468777123
73076,0.07292964323163305
73077,0.039690246825195064
73078,0.1574967007181657
73079,0.161506936612969
73080,0.12854774634663818
73081,0.15359886365510972
73082,0.09275797378055989
73083,0.1375231173927499
73084,0.15597268741151082
73085,0.12233017424561013
73086,0.2905293251016203
73087,0.1174730573250002
73088,0.0965468207102507
73089,0.1564683456988165
73090,0.20106383546042506
73091,0.16831220795895016
73092,0.05596988426743834
73093,0.07610167522931396
73094,0.07602702041616963
73095,0.2154397839085573
73096,0.08553663320332497
73097,0.04625008182779381
73098,0.08190028686681378
73099,0.0441310090089879
73100,0.03784499104776717
73101,0.11788229091137237
73102,0.07044747057741418
73103,0.0485027741744197
73104,0.7211484601486033
73105,0.21355879400782585
73106,0.05369892976009248
73107,0.20165970624568014
73108,0.049655511094220076
73109,0.15604136860097512
73110,0.12628094727033876
73111,0.07879650869053785
73112,0.21865098913601155
73113,0.1054158324380992
73114,0.10347223475377168
73115,0.09471230411066954
73116,0.11885503063136409
73117,0.1628492935046609
73118,0.15219857007143778
73119,0.7629663269620892
73120,0.718530778272803
73121,0.20651004994652475
73122,0.21553017356040127
73123,0.06987557439599892
73124,0.1748231434890431
73125,0.06486815262740196
73126,0.2341663297537983
73127,0.132285345665624
73128,0.18648871970890377
73129,0.0877122895210303
73130,0.059234132149083386
73131,0.06856597357302167
73132,0.1848542331827048
73133,0.053334366429860565
73134,0.2575536139282884
73135,0.11982301038031992
73136,0.123652817141571
73137,0.8498534372786154
73138,0.18504935133589018
73139,0.15769556572578314
73140,0.8031147902035437
73141,0.11275314601496952
73142,0.15744229865043016
73143,0.20974659100714732
73144,0.056096322145411576
73145,0.10487859510035803
73146,0.22001856455973554
73147,0.12425266721125543
73148,0.09965663680784306
73149,0.14497787488373096
73150,0.11426582164818865
73151,0.22431424456359714
73152,0.05127846484055998
73153,0.10689439426640802
73154,0.31322534596524493
73155,0.06594880713502181
73156,0.041328146398565954
73157,0.08216763811640515
73158,0.08790610090048374
73159,0.11775065084846424
73160,0.5610574603463323
73161,0.08589313339732604
73162,0.6799738756155896
73163,0.11195461608466237
73164,0.1699420094981713
73165,0.13799395286607014
73166,0.10114258726599237
73167,0.0620714827045258
73168,0.029323161339616374
73169,0.17701024976551658
73170,0.05798020689952691
73171,0.0817425409862247
73172,0.062283705553039144
73173,0.07665556920162103
73174,0.06390977548363591
73175,0.050845258254615035
73176,0.09725002224984582
73177,0.11568448198527882
73178,0.12218310620931574
73179,0.04094891138177821
73180,0.06648136982498848
73181,0.14368473751826277
73182,0.077846921227246
73183,0.24068293187417197
73184,0.12059651164424062
73185,0.22339466500091135
73186,0.14470252130907552
73187,0.14077661921530496
73188,0.09586281203448861
73189,0.12735298649898774
73190,0.1810376176677611
73191,0.7667124373032
73192,0.8511111863607783
73193,0.07160410372515218
73194,0.2757323420988681
73195,0.11761257854885662
73196,0.06815210678295348
73197,0.5708590448722716
73198,0.028572388057957324
73199,0.08431051852354941
73200,0.13945606036888594
73201,0.08262985587783937
73202,0.5156771740398631
73203,0.04557925681003561
73204,0.06153593211670825
73205,0.10786629133370973
73206,0.09296268361570427
73207,0.0696891226585504
73208,0.079321348598559
73209,0.11995175134819754
73210,0.13133202776936903
73211,0.08876249918707996
73212,0.05043700927838841
73213,0.042953549930634986
73214,0.07210155810036438
73215,0.18845537618481922
73216,0.08046476429430878
73217,0.11509242125695442
73218,0.10415023153998762
73219,0.15631974662432696
73220,0.1711003549630943
73221,0.20902883509948972
73222,0.15196790713534455
73223,0.0789389634974463
73224,0.09186893186585261
73225,0.1668617308515967
73226,0.0703124935740087
73227,0.09281457880830889
73228,0.12303177342221086
73229,0.1006400443010051
73230,0.09680381702062618
73231,0.12075278957859611
73232,0.8170057214826121
73233,0.7268867540837922
73234,0.11717443060571914
73235,0.08398732912330119
73236,0.12847435717161082
73237,0.0770206626247327
73238,0.07259810934572056
73239,0.0979705159732019
73240,0.07723646125569888
73241,0.051778960618432304
73242,0.05870377715910807
73243,0.5885754270099901
73244,0.05072364283482957
73245,0.09794817597208441
73246,0.8169066577978125
73247,0.11677054337320966
73248,0.042516311623863844
73249,0.04187844947743726
73250,0.03259889111583893
73251,0.09217777121039908
73252,0.07065596069069517
73253,0.03409048868499898
73254,0.13192213463817964
73255,0.03985945044258264
73256,0.07755832866540359
73257,0.11454233251709359
73258,0.19733173014583835
73259,0.14599793059241947
73260,0.12330272043701364
73261,0.7433065211555085
73262,0.1483890484821289
73263,0.12530704831614906
73264,0.1464087834983965
73265,0.13578233216163804
73266,0.05836191802648258
73267,0.05733237842568923
73268,0.09362788798872321
73269,0.06098310256591428
73270,0.06547475456760145
73271,0.03792990372863983
73272,0.8359754538046182
73273,0.10452699529944919
73274,0.11083464620332505
73275,0.6084216244335481
73276,0.05165954532224321
73277,0.07097332343330712
73278,0.12293183980642682
73279,0.15775490116905697
73280,0.07018833119236913
73281,0.07981438676946526
73282,0.1801371511469657
73283,0.09440427819770686
73284,0.2438229827899661
73285,0.19682164237909613
73286,0.621902504225291
73287,0.166639939722711
73288,0.029400843105570937
73289,0.10477647657358545
73290,0.1379862722172472
73291,0.16887703112736263
73292,0.04813970028775914
73293,0.107052828678222
73294,0.09095460012204308
73295,0.8035683994032415
73296,0.17522570950091831
73297,0.13550115380599798
73298,0.10245798463117807
73299,0.14226007011172132
73300,0.053919945709217196
73301,0.11030463363607376
73302,0.23271644105818803
73303,0.13457899261590722
73304,0.07589194105254526
73305,0.7243776429753828
73306,0.7462452523648905
73307,0.07304826410816982
73308,0.24737388395621487
73309,0.13707652170605727
73310,0.2566688999959407
73311,0.16932279340702092
73312,0.15923476118530716
73313,0.07489375397568532
73314,0.08314160453429123
73315,0.10872988412031462
73316,0.7593033618098659
73317,0.05676286362984473
73318,0.10758790460956306
73319,0.08320123524809135
73320,0.0791306529746607
73321,0.07952210398232411
73322,0.054770734979901876
73323,0.06987692100135776
73324,0.5848159040158475
73325,0.5994535584494587
73326,0.5600098297844147
73327,0.06727062677826928
73328,0.046994729064199554
73329,0.05214820188744624
73330,0.09256911189731404
73331,0.07216115909635316
73332,0.03800179633024409
73333,0.11379121048621679
73334,0.12503991819859855
73335,0.05196826509903262
73336,0.1775454535527715
73337,0.05800750940625843
73338,0.062238884887942804
73339,0.6574995898889225
73340,0.566863291779836
73341,0.13904298056558348
73342,0.1670854824799268
73343,0.06483111650077751
73344,0.04447166551896044
73345,0.10853015557990109
73346,0.05596660337575404
73347,0.08122840450518053
73348,0.15790426747780087
73349,0.7244553504128463
73350,0.04779888315663165
73351,0.08275413714345238
73352,0.04768958656897704
73353,0.5425814988551092
73354,0.05449217511264956
73355,0.09774020577588413
73356,0.08070916627727319
73357,0.08918220006565099
73358,0.11118735197260655
73359,0.04613628241400328
73360,0.12587493846511882
73361,0.08144485288460916
73362,0.05902598929778479
73363,0.09619850048613895
73364,0.06997297526167315
73365,0.0339661791130261
73366,0.0381098048490183
73367,0.05397434290535641
73368,0.1587933973497626
73369,0.04425958276559889
73370,0.04215834655930048
73371,0.01612065919555923
73372,0.034518973220909084
73373,0.05766085711518788
73374,0.34756898885112947
